startup_id,name,website,city,country,region,primary_industry,industry_tags,industry_raw,description,founded_year,funding_usd,funding_raw,revenue_usd,revenue_raw,funding_stage,last_round_raw,team_size_min,team_size_max,team_size_category,team_size_raw,founders_list,investors_list
S2320,Napo Pet,https://www.napo.pet/,London,United Kingdom,Europe,Insurance,Insurance,Insurance,"Exciting times are ahead for Napo! This innovative pet carecompany, based in London, has recently completed an impressive £12M Series B funding round, drawing the attention of investors eager to get in on the booming pet insurance market.",2021.0,37900000.0,$37.9M,,,Series B,Series B,,,,Jean-Philippe,,Helvetia Venture Fund
S2321,Mission Zero Technologies,https://www.missionzero.tech/,London,United Kingdom,Europe,Robotics/Hardware,Robotics/Hardware,Hardware,"The startup behind the UK’s first operational direct air capture (DAC) systems, Mission Zero Technologies is reinventing carbon for a thriving planet. Since 2020, the team has rapidly pioneered versatile electrochemical DAC technology to efficiently remove historic CO₂ emissions from the atmosphere ...",2020.0,5800000.0,$5.8m,,,Series A,Series A,,,,"Shiladitya, Nicholas and Lisa",,Department for Business | Swiss Federal Office of Energy | Industrial Strategy
S2322,CoMind,https://comind.com/,London,United Kingdom,Europe,Healthcare/Biotech,Healthcare/Biotech,Healthcare,"Based in London,Co Minddesigns and manufactures a groundbreaking approach to brain monitoring, which provides a multidimensional view of brain activity using light. It enhances patient safety, improves healthcare economics, and improves clinical outcomes.",2018.0,100000.0,$100k,6700000.0,$6.7M,Series A,Series A,,,,James,James Dacombe,The Thiel Foundation
S2323,Satellite Vu,https://satellitevu.com,London,United Kingdom,Europe,SpaceTech,SpaceTech,SpaceTech,"Sat Vu was founded in 2016 with the aim to fill the void in high resolution thermal data from space. It has, since then, turned into a high-growth space tech company poised to help the globe address its sustainability challenges through high-resolution thermal imaging.

We are on a quest to ensure a...",2016.0,122000000.0,$122M,,,Series B,Series B,,,,"Simon, Anthony and Tobias",Anthony Baker | Tobias Reinicke,Seraphim Capital
S2324,LIfT BioSciences,https://www.liftbiosciences.com/,London,United Kingdom,Europe,Healthcare/Biotech,Healthcare/Biotech,Biotech,LIfT Biosciences is an early-stage Immuno-Oncology Biotech bringing a 1st in class ATMP to market. We are developing the world’s first cell bank of ‘cancer killing neutrophils’ for sustained remission in all solid tumours. LIfT has shown 40-80% solid tumour necrosis in a small FDA study. We have now...,2016.0,1300000.0,$1.3m,,,Series A,Series A,,,,Alex,,Innovate UK
S2325,Plum Fintech,https://withplum.com/,London,United Kingdom,Europe,Fintech,Fintech,Fintech,"Plum is an app that empowers you to get your money motivated, wherever you are on your financial journey. You can save, spend, earn and invest, in one app and with ease. Using AI powered saving tools and investment features which make building and diversifying your portfolio seamless, Plum has helpe...",2016.0,18900000.0,$18.9m,,,Series B,Series B,,,,Victor,,Banco Bilbao Vizcaya Argentaria (BBVA)
S2326,Marshmallow Technology,https://www.marshmallow.com/,London,United Kingdom,Europe,Insurance,Insurance,Insurance,"People find it exceptionally hard to be included in the financial services system when they live in a foreign country. For insurance, the cost of inclusion is very high and migrant people can expect to pay up to 100% more for their insurance when compared to a UK born resident.

Marshmallow is an in...",2017.0,161000000.0,$161M,370000000.0,$370M,Series D,Series D,,,,"Alexander, Oliver and David",,Portage Ventures
S2327,OakNorth Bank,https://oaknorth.com/,London,United Kingdom,Europe,Fintech,Fintech,Banking/Fintech,Oak North Bankis a Britishbankfor scaling businesses (typically with between £1m–£100m in turnover) that provides loans and both business and personal savings accounts.,2015.0,120200000.0,$120.2m,,,Series C,Series C,,,,Neer,,Indiabulls
S2328,Indigo,https://www.indigoag.com/,Boston,United States,North America,EV/Mobility,EV/Mobility,Delivery/Logistics,"Indigo Agriculture is a Boston, Massachusetts-based agricultural technology company that works with plant microbes, aiming to improve yields of cotton, wheat, ...",2014.0,1400000000.0,$1.4B,193200000.0,$193.2M,Venture Round,Venture Round,251.0,1000.0,251-1000,"Large Team (251-1,000)",David Berry | Geoffrey von Maltzahn | Ignacio Martinez | Noubar Afeyan,Google for Startups | Activant Capital | Flagship Pioneering | G Squared | FedEx
S2329,Creatio,https://www.creatio.com/,Boston,United States,North America,AI/ML,AI/ML,AI,"Creatio is aseries D companybased in Boston (United States), founded in 2002 by Katherine Kostereva and Alexander Popov. It operates as a Cloud based platform offering CRM and low code business process automation.Find company research, competitor information, contact details & financ...",2014.0,268000000.0,$268M,94000000.0,$94M,Private Equity,Private Equity,251.0,1000.0,251-1000,"Large Team (251-1,000)",Katherine Kostereva,Sapphire Ventures | StepStone Group | Volition Capital | Horizon Capital | Horizon Capital
S2330,SimpliSafe,https://simplisafe.com/?srsltid=AfmBOopjbEYRgXDB2RylYQWUzIWAaflk2USFXgI8na6EjIQupZluRGL_,Boston,United States,North America,AI/ML,AI/ML,AI,"Simpli Safe, Inc. is a company that produces and sells home security systems and monitoring services. The company is headquartered in Boston, Massachusetts.",2006.0,387000000.0,$387M,,,Debt Financing,Debt Financing,1001.0,5000.0,1001-5000,"Major Organization (1,001-5,000)",Chad Laurans | Eleanor Laurans,Alumni Ventures | Sequoia Capital | HPS Investment Partners | Capital One | Eastern Bank
S2331,MoldCo,https://www.moldco.com/,Boston,United States,North America,Healthcare/Biotech,Healthcare/Biotech,Healthcare,"Mold Co is aseed companybased in Boston (United States), founded in 1987. It operates as a Provider of telehealth care, lab testing, and mold exposure recovery programs.",2023.0,11000000.0,$11M,,,Seed,Seed,11.0,50.0,11-50,Lean Team (11-50),Ariana Thacker,SALT | Cantos | Collaborative Fund | Starship Ventures | Boost VC
S2332,Aura,https://www.aura.com/,Boston,United States,North America,Insurance,Insurance,Insurance,"Aura protects your identity, finances and sensitive data. All plans include a $1M insurance policy that covers eligible losses. Try Aura 14-days free.",2017.0,662700000.0,$662.7M,150000000.0,$150M,Series E+,Series G,251.0,1000.0,251-1000,"Large Team (251-1,000)",Hari Ravichandran,General Catalyst | W1 Forward Accelerator Program - Batch 5 | Ten Eleven Ventures | Warburg Pincus | WndrCo
S2333,Lightelligence,https://www.lightelligence.ai/,Boston,United States,North America,AI/ML,AI/ML,AI,"Information on valuation, funding, cap tables, investors, and executives for Lightelligence. Use the Pitch Book Platform to explore the full profile.Feb 7, 2026 ·Lightelligenceis a series C company based in Boston(United States), founded in 2017 by Marin Soljacic, Paul Xie, Shen Yichen and John Joan...",2017.0,246400000.0,$246.4M,116100000.0,$116.1M,Series C,Series C,51.0,250.0,51-250,Mid-Size Team (51-250),Huaiyu Meng | Li Jing | Spencer Powers | Yichen Shen,Baidu Ventures | Matrix Partners China | Vertex Ventures China | CICC | MindWorks Capital
S2334,Blue Water Autonomy,,Boston,United States,North America,EV/Mobility,EV/Mobility,Autonomous Vehicles,"Led by repeat founders and Navy Veterans, driven by the need of democracy's navies - Blue Water Autonomy is modernizing the maritime industry. 21.3445° ...",2024.0,64000000.0,$64M,,,Series A,Series A,1.0,10.0,1-10,Founding Team (1-10),Austin Gray | Rylan Hamilton | Scott N. Miller,Eclipse Ventures | Acurio Ventures | Google Ventures (GV) | Impatient Ventures
S2335,PredictAP,https://www.predictap.com/,Boston,United States,North America,Real Estate/PropTech,Real Estate/PropTech,Real Estate,"PredictAP delivers fully coded invoices in seconds. AI-powered, built for real estate AP, integrated with your AP automation and existing approval workflow.",2020.0,13000000.0,$13M,,,Venture Round,Venture Round,11.0,50.0,11-50,Lean Team (11-50),David Stifter | Russell Franks | Trisha Koyanagi,True Ventures | WISE Ventures
S2336,Sphere,https://sphere.backstreetboys.com/,Boston,United States,North America,Telecom,Telecom,Telecom,"SPHERETechnology Solutions (SPHERE), a pioneer in identity hygiene, announced a $31 million Series B investment led by Edison Partners, a Princeton-based growth equity firm, with participation from existing investor Forgepoint Capital. As part of the transaction, Edison General Partn...",2022.0,7800000.0,$7.8M,1000000000.0,$1B,Venture Round,Venture Round,11.0,50.0,11-50,Lean Team (11-50),Arnold Lee | Luigi Charles,Coinbase Ventures | Big Brain Holdings | TCG | Notion Capital | Solana Ventures
S2337,Starburst,https://www.starburst.io/,Boston,United States,North America,AI/ML,AI/ML,AI,"Built on Trino, a SQL analytics engine, Starburst is an open data lakehouse with industry-leading price-performance for cloud and on-premises.",2017.0,414000000.0,$414M,,,Venture Round,Venture Round,251.0,1000.0,251-1000,"Large Team (251-1,000)",Anu Sudarsan | Kamil Bajda-Pawlikowski | Matt Fuller | Wojciech Biela,Andreessen Horowitz | CITIC Securities | Index Ventures | BOND Capital | Coatue Management
S2338,QuEra Computing,https://www.quera.com/,Boston,United States,North America,Robotics/Hardware,Robotics/Hardware,Hardware,"Qu Era Computing Inc. is a quantum computing company based in Boston, Massachusetts. The company develops quantum computers using neutral atoms.",2018.0,247000000.0,$247M,,,Series B,Series B,,,,,,
S2339,Nasuni,https://www.nasuni.com/,Boston,United States,North America,SaaS/Software,SaaS/Software,Cloud,"Nasuni Corporation is a privately held hybrid cloud storage company with headquarters in Boston, Massachusetts. Nasuni Corporation. Company type, Private.",2009.0,247000000.0,$247M,,,Venture Round,Venture Round,,,,000 employees,,
S2340,Wasabi Technologies,http://www.wasabi.com/,Boston,United States,North America,SaaS/Software,SaaS/Software,Cloud,"Wasabi Technologies, Inc. is an American object storage service provider based in Boston, Massachusetts that sells cloud storage. The company was co-founded ...",2015.0,581600000.0,$581.6M,,,Venture Round,Venture Round,,,,,,
S2341,Nexamp,http://www.nexamp.com/,Boston,United States,North America,CleanTech/Energy,CleanTech/Energy,Energy,"We're a national clean energy company headquartered in Boston, MA, and Chicago, IL. ... 2026 Nexamp, Inc. | Terms of Use | Privacy Policy | Site Map. This site is ...",2007.0,2400000000.0,$2.4B,496000000.0,$496.0M,Debt Financing,Debt Financing,,,,,,
S2342,Eleos Health,https://www.eleos.health/,Boston,United States,North America,AI/ML,AI/ML,AI,"Eleos Health provides AI-powered, highly compliant documentation automation to ease the operational burden on behavioral healthcare providers.",2019.0,128000000.0,$128M,,,Series C,Series C,200.0,200.0,51-250,200 employees,,
S2343,CloudZero,http://www.cloudzero.com/,Boston,United States,North America,SaaS/Software,SaaS/Software,Cloud,"Cloud Zero automates the collection, allocation, and analysis of your infrastructure and AI spend to uncover waste and improve unit economics.",2016.0,119100000.0,$119.1M,36300000.0,$36.3M,Series C,Series C,,,,,,
S2344,meQuilibrium,http://www.mequilibrium.com/,Boston,United States,North America,AI/ML,AI/ML,Analytics,"me Quilibriumis the engagement, performance and human capital solution that harnesses behavioral psychology and neuroscience to unleash your organization’s full potential.",2010.0,33500000.0,$33.5M,,,Venture Round,Venture Round,,,,,,
S2345,Hue,https://poweredbyhue.com/,Boston,United States,North America,E-Commerce/Retail,E-Commerce/Retail,Retail,Huehelps you embed UGC videos on your marketing channels. Shoppable UGC featuring authentic video testimonials from everyday people gives customer’s confidence to add to cart.,2021.0,4700000.0,$4.7M,,,Seed,Seed,,,,,,
S2346,LinkSquares,https://www.linksquares.com/,Boston,United States,North America,AI/ML,AI/ML,AI,Get access to invest in hundreds of privatecompanieslike Linksquares. Find out why investors are trading on the private secondary market. Join Forge today.600+ Companies Traded · Investment Opportunities · Trending Companies · Pre-IPO Solution,2015.0,161500000.0,$161.5M,60000000.0,$60M,Series C,Series C,,,,,Vishal Sunak | Chris Combs,
S2347,HYCU,https://www.hycu.com/,Boston,United States,North America,SaaS/Software,SaaS/Software,Cloud,"HYCU, Inc.(pronounced / ˈhaɪkuː /) is an American software company headquartered in Boston, Massachusetts. The company specializes in backup and disaster recovery software for on-premises, SaaS, and hybrid cloud environments. [1][2]",2018.0,140500000.0,$140.5M,,,Series B,Series B,,,,,,
S2348,Legit Security,https://www.legitsecurity.com/,Boston,United States,North America,AI/ML,AI/ML,AI,Legit Security is the App Sec platform purpose-built to secure AI-powered development. Legit Vibe Guard provides complete visibility and ...,2021.0,73500000.0,$73.5M,,,Series B,Series B,,,,,,
S2349,Overjet,https://www.overjet.com/,Boston,United States,North America,AI/ML,AI/ML,AI,"Overjet is the #1 dental AI company that supports DSOs, dentists, dental groups, insurance companies and health plans on their quest to improve oral health.",2018.0,130600000.0,$130.6M,,,Series C,Series C,,,,,,
S2350,Ensoma,https://ensoma.com/,Boston,United States,North America,Healthcare/Biotech,Healthcare/Biotech,Biotech,The future of medicine lies within us. We are an in vivo hematopoietic stem cell (HSC) engineering company. Ensoma's platform revealed. We are creating a new ...,2019.0,258000000.0,$258M,,,Venture Round,Venture Round,200.0,200.0,51-250,200 employees,,
S2351,Crayon,http://www.crayon.co/,Boston,United States,North America,AI/ML,AI/ML,Analytics,"Learn about career opportunities at Crayon and apply to join our team. Hiring in engineering, product, sales, customer success, and marketing.",2014.0,38100000.0,$38.1M,18500000.0,$18.5M,Series B,Series B,,,,,,
